DMU,Year,Ticker,Firm,Sector,Current Ratio (C/R),Asset Turnover (A/T),Debt to Asset (D/A),Return (R),Risk (σ),Cluster,Efficiency Score (E)
3604,2022,MPWR,Monolithic Power Systems Inc,45,4.811281338,0.952376609,0.212747837,-0.328519097,0.038566761,1,0.5283105234770733
3610,2022,MRSN,Mersana Therapeutics Inc,35,3.661245033,0.046158365,0.5283638,-0.094378923,0.053828954,1,0.48787082864905096
3612,2022,MRVI,Maravai LifeSciences Holdings Inc,35,7.229110433,0.432693836,0.664154678,-1.021902717,0.039646932,1,0.2631209371478222
3613,2022,MRVL,Marvell Technology Inc,45,1.487855121,0.263153417,0.299164158,-0.877230373,0.039710509,1,0.9143521966745414
3622,2022,MVIS,MicroVision Inc,45,10.27967504,0.010512789,0.147725781,-0.852149377,0.05801995,1,0.2519405861548266
3624,2022,MYGN,Myriad Genetics Inc,35,2.63543854,0.529299962,0.243362743,-0.657723515,0.037320746,1,0.7723498657272172
3625,2022,MYPS,PLAYSTUDIOS Inc,50,7.649807166,0.850697812,0.10609362,-0.100451541,0.046647875,1,0.24432417083525632
3632,2022,NCNO,nCino Inc,45,0.993204369,0.288572268,0.188842586,-0.754216626,0.047023927,1,1.0
3638,2022,NEOG,Neogen Corp,35,8.98705491,0.542116759,0.103912184,-1.069296404,0.026510727,1,0.4116738140182428
3639,2022,NEOV,NeoVolta Inc,20,6.64329438,0.739152287,0.155051097,-0.925566583,0.04556712,1,0.2650554246082629
3647,2022,NN,NextNav Inc,45,11.19424084,0.024613047,0.228880588,-1.149621106,0.047020698,1,0.31943949471378436
3660,2022,NTLA,Intellia Therapeutics Inc,35,6.706409963,0.04381972,0.211553634,-1.2268392,0.053142036,1,0.29699547172837476
3663,2022,NTRB,Nutriband Inc,35,5.726098191,0.174775545,0.079264643,-0.807995242,0.070821374,1,0.22148962296316452
3667,2022,NVDA,NVIDIA Corporation,45,4.482836588,0.659102577,0.433950728,-0.722307959,0.039754169,1,0.4647021895371651
3668,2022,NVEC,NVE Corp,45,18.01895911,0.463487232,0.036497848,0.007088884,0.02417852,1,0.892458516476637
3670,2022,NVTS,Navitas Semiconductor Corp,45,17.17541372,0.100403281,0.318392913,-1.533092083,0.061326866,1,0.19212808262267797
3676,2022,NXGL,NEXGEL Inc,35,5.317666908,0.146750375,0.287383178,-0.808260011,0.050631177,1,0.30835801736083795
3678,2022,NXPL,NextPlat Corp,50,10.92695349,0.485809501,0.105573828,-1.024504321,0.05297243,1,0.15839994432266505
3683,2022,OCGN,Ocugen Inc,35,11.78851548,0.013033221,0.11635329,-1.289444527,0.064442777,1,0.23085620874981586
3691,2022,OLED,Universal Display Corporation,45,5.753558196,0.396953765,0.229876915,-0.451425005,0.034510831,1,0.46912933585150923
3694,2022,OM,Outset Medical Inc,35,7.02299617,0.268373037,0.212832789,-0.604091603,0.059151623,1,0.18770793314133125
3698,2022,ONDS,Ondas Holdings Inc,45,6.080946393,0.01987709,0.069585498,-1.457590625,0.05181096,1,1.0
3700,2022,ONFO,Onfolio Holdings Inc,50,8.811453269,0.256088376,0.083940079,-0.456758455,0.057258467,1,0.18806262004815869
3704,2022,OPRX,OptimizeRX Corp,35,15.18286547,0.448818996,0.052671817,-1.32032629,0.050313649,1,0.21017218214841252
3710,2022,OSUR,OraSure Technologies Inc,35,4.231936787,0.746238874,0.185714432,-0.585940741,0.038226696,1,0.5396926056062457
3714,2022,OVID,Ovid Therapeutics Inc,35,16.03848876,0.007999967,0.122337408,-0.591364447,0.030065478,1,0.6681800395985905
3744,2022,PLRX,Pliant Therapeutics Inc,35,11.14192525,0.03966789,0.124896305,0.315483465,0.075824859,1,0.22267859719761451
3746,2022,PLTR,Palantir Technologies Inc,45,4.337889736,0.555936063,0.286804662,-1.059972948,0.046444321,1,0.36051767370960414
3747,2022,PLUG,Plug Power Inc,20,8.911267389,0.11009561,0.244270453,-0.844753959,0.05417341,1,0.22233593273866728
3748,2022,PLUR,Pluri Inc,35,7.925642428,0.004456322,0.517335925,-0.473985051,0.049792607,1,0.3219028569546182
3757,2022,POWI,Power Integrations Inc,45,8.399381984,0.780888604,0.108225352,-0.245871829,0.028464292,1,0.3873769851847214
3759,2022,POWW,AMMO Inc,25,3.755300764,0.54876676,0.102179028,-1.149327377,0.038959085,1,0.565394365262797
3763,2022,PRCT,PROCEPT BioRobotics Corp,35,15.86467074,0.189883208,0.242174956,0.493483687,0.047716594,1,0.3681989276959816
3776,2022,PTGX,Protagonist Therapeutics Inc,35,7.687579878,0.109253133,0.136018568,-1.174769581,0.062386541,1,0.21127912353344605
3781,2022,PULM,Pulmatrix Inc,35,8.942972774,0.092243789,0.216669538,-0.852439272,0.037095555,1,0.3761644424030421
3782,2022,PXLW,Pixelworks Inc,45,4.946972355,0.688052133,0.317760117,-0.955076782,0.042408556,1,0.3658387195923069
3790,2022,QTRX,Quanterix Corp,35,12.55797448,0.226600092,0.1524078,-1.11909892,0.073440194,1,0.11306702959775458
3791,2022,QUBT,Quantum Computing Inc,45,6.89068711,0.002461075,0.066862267,-0.893516829,0.0616466,1,1.0
3794,2022,RARE,Ultragenyx Pharmaceutical Inc,35,4.08655454,0.234962562,0.509729918,-0.599777681,0.037475033,1,0.5710523425466598
3797,2022,RCAT,Red Cat Holdings Inc,45,10.83655706,0.060854901,0.078693243,-0.845776976,0.052228661,1,0.33945944935197087
3803,2022,RDVT,Red Violet Inc,45,10.91544635,0.68116311,0.065200932,-0.514814214,0.038431711,1,0.24622227190495016
3806,2022,REFR,Research Frontiers Inc,45,13.37729258,0.142627838,0.155411603,0.064887626,0.044056536,1,0.2960653794477975
3815,2022,RGNX,REGENXBIO Inc,35,3.823370105,0.482869773,0.334011315,-0.413953405,0.039417391,1,0.6068756667178216
3824,2022,RLAY,Relay Therapeutics Inc,35,21.14877578,0.001688054,0.123809524,-0.772880959,0.055038686,1,0.29133251931174875
3831,2022,RNA,Avidity Biosciences Inc,35,11.93780809,0.01954525,0.112692825,-0.069203159,0.056380253,1,0.2852937073170428
3844,2022,RVMD,Revolution Medicines Inc,35,8.963506115,0.040993598,0.189497457,-0.09370597,0.046876232,1,0.3112960589298546
3845,2022,RXRX,Recursion Pharmaceauticals Inc,35,6.991741761,0.043671578,0.291623807,-0.849518883,0.058250979,1,0.25903098994616536
3846,2022,RXST,RxSight Inc,35,12.2609002,0.238906795,0.324836789,0.111782932,0.049281059,1,0.18829622568421367
3848,2022,RYTM,Rhythm Pharmaceuticals Inc,35,6.967090141,0.052011648,0.222288544,1.00398918,0.075773571,1,0.5070137777529021
3851,2022,SAGE,Sage Therapeutics Inc,35,18.55153429,0.003906056,0.058404993,-0.133564186,0.036293042,1,0.9344222350848405
3861,2022,SCWO,374Water Inc,20,11.78163099,0.187537937,0.077254746,0.068743087,0.059821942,1,0.23324176287149692
3863,2022,SDGR,Schrodinger Inc,35,6.527907983,0.241031406,0.27670549,-0.640698653,0.043178394,1,0.29286157728000567
3866,2022,SEER,Seer Inc,35,33.56916283,0.026799364,0.078526995,-1.394878056,0.065456985,1,0.23206200879381797
3868,2022,SERA,Sera Prognostics Inc,35,13.3634158,0.001749724,0.064334847,-1.806204912,0.06189578,1,0.6786203882328341
3873,2022,SGHT,Sight Sciences Inc,35,17.38108501,0.260651559,0.19511445,-0.3825454,0.054889041,1,0.1568148343641286
3883,2022,SIBN,SI-BONE Inc,35,9.243226446,0.576413735,0.319830232,-0.515813167,0.043718783,1,0.21099325630552382
3885,2022,SIGA,SIGA Technologies Inc,35,8.993832362,1.125304216,0.142094053,0.028814426,0.064106906,1,0.14027721028398227
3889,2022,SITM,SiTime Corp,45,17.23544267,0.419211073,0.065715939,-1.065531561,0.059148833,1,0.1351431833003047
3890,2022,SKIN,Beauty Health Co (The),30,12.53460596,0.291811769,0.735264226,-0.972691784,0.05439293,1,0.15229564919608046
3894,2022,SLAB,Silicon Laboratories Inc,45,5.689872159,0.369571477,0.301265364,-0.410391394,0.030564452,1,0.5697070893607404
3895,2022,SLDP,Solid Power Inc,25,46.27257702,0.014171371,0.086414753,-1.260606165,0.048393101,1,0.35039062141829985
3898,2022,SLP,Simulations Plus Inc,35,18.97737557,0.292681073,0.053794949,-0.303181534,0.030124503,1,0.37134840005022157
3901,2022,SMLR,Semler Scientific Inc,35,7.60448021,0.969153662,0.11884965,-1.038776497,0.052162756,1,0.20211085617478697
3903,2022,SMSI,Smith Micro Software Inc,45,2.443665186,0.477073094,0.159260812,-0.839101166,0.038791776,1,0.7369544085075332
3904,2022,SMTC,Semtech Corp,45,4.643283619,0.634634711,0.376292915,-1.143038812,0.035255736,1,0.4785406641005854
3910,2022,SNDX,Syndax Pharmaceuticals Inc,35,15.71812902,0.309098335,0.094654283,0.138878294,0.035872242,1,0.33459668925131236
3928,2022,SRTS,Sensus Healthcare Inc,35,5.523448631,0.90133163,0.185703351,0.025940029,0.067218695,1,0.24771530071464076
3933,2022,STAA,STAAR Surgical Co,35,6.262740763,0.76134462,0.213498258,-0.655573217,0.0429056,1,0.2998346532331008
3935,2022,STIM,Neuronetics Inc,35,5.682441137,0.483330249,0.428882547,0.4186521,0.047267602,1,0.532779935910639
3938,2022,STOK,Stoke Therapeutics Inc,35,11.28377622,0.03223337,0.218403395,-0.913469915,0.051212912,1,0.2809887839696449
3942,2022,STRO,Sutro Biopharma Inc,35,6.137355745,0.195036618,0.363058482,-0.639114374,0.049741492,1,0.2783531620503299
3945,2022,STTK,Shattuck Labs Inc,35,11.49022221,0.116316739,0.09650283,-1.352017986,0.051826875,1,0.22986877005055054
3950,2022,SYBX,Synlogic Inc,35,11.58407036,0.01099984,0.179075875,-1.158204398,0.053919786,1,0.2753531680891818
3955,2022,TAIT,Taitron Components Inc,45,8.849773331,0.513498718,0.092157202,-0.087388907,0.021416146,1,0.5765549131497183
3956,2022,TALK,Talkspace Inc,35,7.058212721,0.59838786,0.156090972,-1.212136068,0.056691259,1,0.18852803031935003
3957,2022,TARS,Tarsus Pharmaceuticals Inc,35,16.75488728,0.076047185,0.129017528,-0.504530308,0.03980537,1,0.35144424488042675
3959,2022,TAYD,Taylor Devices Inc,20,7.282209823,0.684213835,0.104219493,0.286039057,0.02636458,1,0.8333769345508094
3962,2022,TCRX,TScan Therapeutics Inc,35,7.909802642,0.078875078,0.177101071,-1.115670306,0.05932815,1,0.22762311602051236
3985,2022,TNGX,Tango Therapeutics Inc,35,10.18010085,0.051299334,0.343564364,-0.41142429,0.050775399,1,0.2728263263862218
3998,2022,TTNP,Titan Pharmaceuticals Inc,35,3.001881002,0.069407725,0.324247121,-0.361790003,0.061908414,1,0.42425193695058855
4014,2022,UG,United-Guardian Inc.,30,5.734709193,1.120477956,0.171157808,-0.410117956,0.035892801,1,0.45628231745311837
4026,2022,USLM,United States Lime & Minerals Inc,15,13.20078004,0.671785812,0.121083779,0.084623416,0.019036048,1,0.709574274121174
4027,2022,UTHR,United Therapeutics Corp,35,8.552192067,0.340444225,0.221380263,0.277841726,0.021695785,1,0.9003955017600466
4028,2022,UTMD,Utah Medical Products Inc,35,15.36825459,0.439326725,0.080931743,0.047825866,0.021503349,1,0.5794039159045754
4030,2022,VCEL,Vericel Corp,35,6.330708109,0.652161851,0.287897013,-0.444189218,0.043966814,1,0.30661944648516626
4031,2022,VCYT,Veracyte Inc,35,3.908269944,0.244906208,0.072877463,-0.582999252,0.054040398,1,0.38277705272631224
4038,2022,VERV,Verve Therapeutics Inc,35,16.97238581,0.002146752,0.114367699,-0.710057649,0.065640393,1,0.23851355312502642
4041,2022,VICR,Vicor Corp,20,6.346337626,0.765051729,0.126034623,-0.835776622,0.046141181,1,0.28796009621422547
4042,2022,VIR,Vir Biotechnology Inc,35,4.827227145,0.937002535,0.258127,-0.442566302,0.043111061,1,0.4335213470645278
4048,2022,VNDA,Vanda Pharmaceuticals Inc,35,5.703816468,0.424865746,0.163485899,-0.806258339,0.036742949,1,0.4131874198479841
4051,2022,VRDN,Viridian Therapeutics Inc,35,13.17348306,0.007544612,0.092257046,0.341964838,0.050410372,1,0.4340056647382373
4053,2022,VRME,VerifyMe Inc,45,5.287102178,0.518566875,0.127619267,-1.095734626,0.043411076,1,0.36794363886167547
4054,2022,VRNS,Varonis Systems Inc,45,4.461256448,0.428570693,0.486966897,-0.709306612,0.049060476,1,0.36497701303636315
4068,2022,WATT,Energous Corp,20,10.35426209,0.021097889,0.110658193,-0.456758429,0.040266515,1,0.4643791599808606
4080,2022,WKSP,Worksport Ltd,25,13.21447847,0.002607652,0.151001103,-0.983338698,0.047855137,1,0.3269508677399474
4085,2022,WRAP,Wrap Technologies Inc,45,13.52248167,0.181087099,0.076627374,-0.92219042,0.063675051,1,0.15300318213312727
4094,2022,XMTR,Xometry Inc,20,5.98505056,0.504269188,0.412724996,-0.514603751,0.045779228,1,0.30937968111419617
4095,2022,XNCR,Xencor Inc,35,7.360597401,0.351177024,0.124503396,-0.469187234,0.030128431,1,0.4385991427934376
4096,2022,XOMA,XOMA Royalty Corp,35,10.18812309,0.258665495,0.126173382,-0.121159016,0.045074935,1,0.2352957725800718
4110,2022,ZM,Zoom Communications Inc,45,3.538162801,0.55382534,0.252245459,-1.000670958,0.039889603,1,0.5011209357891842
4123,2021,ACAD,ACADIA Pharmaceuticals Inc,35,6.714316872,0.636793762,0.21459946,-0.816531959,0.053264894,1,0.20638501951617305
4127,2021,ACRS,Aclaris Therapeutics Inc,35,10.28481991,0.034910294,0.23398956,0.808182956,0.083152274,1,0.34230686952520845
4131,2021,ADMA,ADMA Biologics Inc,35,7.386426109,0.299590946,0.546207124,-0.403098217,0.038257264,1,0.28912275666938453
4133,2021,ADPT,Adaptive Biotechnologies Corp,35,5.770862205,0.139138135,0.332342149,-0.687966336,0.038524596,1,0.4196516759683664
4137,2021,ADVM,Adverum Biotechnologies Inc,35,18.21571841,0.015299519,0.197127668,-1.917924787,0.072734055,1,0.18815391535924192
4144,2021,AGFY,Agrify Corp,20,5.386655251,0.307748242,0.177812598,-0.325543166,0.072937397,1,0.21515205911617558
4145,2021,AGIO,Agios Pharmaceuticals Inc,35,19.38850774,0.233063963,0.139812182,-0.298424305,0.025638368,1,0.40611478119177213
4152,2021,AKYA,Akoya Biosciences Inc,35,4.861904046,0.373118322,0.433842937,-0.531511502,0.046959596,1,0.3766650212766332
4154,2021,ALEC,Alector Inc,35,5.638873991,0.363207664,0.534043379,0.320999353,0.056995792,1,0.37858825931236884
4157,2021,ALGS,Aligos Therapeutics Inc,35,7.602028526,0.016381031,0.178123198,-0.819969089,0.051307934,1,0.3119108265873895
4160,2021,ALKT,Alkami Technology Inc,45,9.598424238,0.419584973,0.232886687,-0.76247236,0.033479242,1,0.28786118710923075
4161,2021,ALLO,Allogene Therapeutics Inc,35,10.72248117,0.033331288,0.101822889,-0.547284256,0.055563058,1,0.2974160901171204
4164,2021,ALT,Altimmune Inc,35,18.62141488,0.013735459,0.080394884,-0.327542926,0.056698678,1,0.3031187528079765
4171,2021,AMPG,AmpliTech Group Inc,45,23.86244255,0.172666558,0.092510682,-0.803571005,0.089526151,1,0.10653530484433521
4177,2021,AMST,Amesite Inc,25,12.76342975,0.051184456,0.070179254,-1.476738359,0.057786423,1,0.30120101569409125
4181,2021,ANAB,AnaptysBio Inc,35,20.69098033,0.2936857,0.069633278,0.397154388,0.042097864,1,0.4337143770992401
4189,2021,APDN,Applied DNA Sciences Inc,35,3.452933985,0.700986101,0.229173892,-0.280191401,0.070405747,1,0.3317356234711425
4202,2021,ARCT,Arcturus Therapeutics Holdings Inc,35,6.156296469,0.019123726,0.286399138,-0.278589327,0.065278406,1,0.27898760661648686
4209,2021,ARVN,Arvinas Inc,35,11.38241152,0.024766223,0.271322381,-0.020485076,0.032957039,1,0.5278909308336304
4211,2021,ASLE,AerSale Corp,20,5.5560319,0.661814405,0.104125069,0.167771763,0.034074281,1,0.6616226449656092
4214,2021,ASTC,Astrotech Corp,45,11.366067,0.00825609,0.090779074,-0.989978494,0.054170079,1,0.4311926271997315
4216,2021,ASTS,AST SpaceMobile Inc,50,18.95990839,0.025554442,0.244445041,-0.489182491,0.059083893,1,0.23702749369063403
4221,2021,ATEX,Anterix Inc,50,13.82808724,0.003159471,0.146468401,0.468235229,0.023502349,1,1.0
4223,2021,ATOM,Atomera Inc,45,21.42533733,0.010322381,0.092082089,0.235395302,0.063950716,1,0.276136357313688
4224,2021,ATRA,Atara Biotherapeutics Inc,35,5.114089016,0.025274751,0.257556665,-0.220093218,0.031800664,1,0.8946746856069666
4229,2021,AVAV,AeroVironment Inc,20,4.851864733,0.522230154,0.303446215,-0.325914896,0.037292303,1,0.5489970298446653
4235,2021,AWRE,Aware Inc,45,7.847423548,0.330131633,0.110598051,-0.079309833,0.031239814,1,0.4408206061206664
4237,2021,AXTI,AXT Inc,45,4.228038184,0.413419424,0.139131286,-0.109551439,0.042874527,1,0.5723491088298684
4238,2021,AYRO,Ayro Inc,25,22.2747379,0.033321611,0.055819664,-1.295322593,0.057019827,1,0.2883641922646756
4247,2021,BCAB,BioAtla Inc,35,6.596966166,0.001032726,0.158776467,-0.542513882,0.040023687,1,0.8942109064714564
4248,2021,BCDA,BioCardia Inc,35,4.700922266,0.04660655,0.207130992,-0.59292808,0.043203105,1,0.49356739565674923
4252,2021,BEAM,Beam Therapeutics Inc,35,5.620609902,0.000977915,0.351910488,-0.042381788,0.051103055,1,0.5757350293767827
4255,2021,BIGC,BigCommerce Holdings Inc,45,6.779556803,0.57736036,0.413933375,-0.500423994,0.043154343,1,0.27658166154060615
4260,2021,BKYI,BIO-key International Inc,45,8.160004608,0.244543928,0.112688864,-0.509920235,0.034804879,1,0.35326430932038666
4263,2021,BLDE,Blade Air Mobility Inc,20,32.99202602,0.053150352,0.151910051,-0.237758755,0.042713307,1,0.338045232859945
4264,2021,BLFS,Biolife Solutions Inc,35,4.940053725,0.248395557,0.128374699,-0.124942132,0.037716073,1,0.5912851929727286
4268,2021,BMBL,Bumble Inc,50,1.906111951,0.193000962,0.362206355,-0.730679607,0.041524343,1,0.7944924299695741
4269,2021,BMRA,Biomerica Inc,35,6.809087883,0.572076386,0.22247415,-0.262957287,0.052262358,1,0.23618606115784538
4271,2021,BNGO,Bionano Genomics Inc,35,24.7177461,0.053944948,0.065886999,-0.878807639,0.067141967,1,0.21700786749948545
4275,2021,BPMC,Blueprint Medicines Corp,35,6.842519459,0.067084649,0.147717092,0.023999649,0.02557267,1,1.0
4286,2021,BYND,Beyond Meat Inc,30,13.23432521,0.384897713,0.774135613,-0.65601753,0.036320161,1,0.245764168247178
4291,2021,CAPR,Capricor Therapeutics Inc,35,12.13209158,0.00751889,0.164385771,-0.244083168,0.052170286,1,0.2890615541007307
4296,2021,CCCC,C4 Therapeutics Inc,35,9.13565767,0.075049835,0.248980793,0.007481384,0.037868051,1,0.3861552655661754
4299,2021,CDLX,Cardlytics Inc,50,2.479323634,0.250215474,0.409407075,-0.719355496,0.042749711,1,0.6515382323875318
4309,2021,CERT,Certara Inc,35,5.76906577,0.211351635,0.337081564,-0.149414436,0.036242552,1,0.5177568482649834
4311,2021,CEVA,CEVA Inc,45,5.500527924,0.373495488,0.154718381,-0.033654825,0.034505592,1,0.6209379406646428
4320,2021,CKPT,Checkpoint Therapeutics Inc,35,6.293891779,0.004828702,0.158884206,0.156296601,0.042490789,1,0.8857450691016997
4321,2021,CLDX,Celldex Therapeutics Inc,35,16.26652965,0.02894463,0.086757081,0.704599639,0.04095029,1,0.7588904215664591
4323,2021,CLIR,ClearSign Technologies Corp,20,10.06221142,0.045328798,0.127646058,-0.735706838,0.057797384,1,0.23567371479507668
4324,2021,CLNE,Clean Energy Fuels Corp,10,3.82079827,0.291710768,0.219583008,-0.244767732,0.059097869,1,0.3820886098193996
4327,2021,CLRO,ClearOne Inc,45,3.544788473,0.485261061,0.206549128,-0.542865009,0.042836885,1,0.5401736665942631
4328,2021,CLSD,Clearside Biomedical Inc,35,2.591982614,0.15125154,0.389659888,-0.153111155,0.053704208,1,0.6493173327121344
4337,2021,CODX,Co-Diagnostic Inc,35,19.25178309,1.194040582,0.057420172,-0.110164182,0.048890262,1,0.197081930837131
4344,2021,CORT,Corcept Therapeutics Inc,35,9.544217802,0.619648395,0.079439581,-0.275870206,0.026616283,1,0.3998029483391593
4350,2021,CPRX,Catalyst Pharmaceutical Inc,35,9.330101026,0.649865928,0.104743852,0.651203221,0.029106706,1,0.9072157685304074
4353,2021,CRBU,Caribou Bioscience Inc,35,8.900523258,0.038929216,0.22460964,-0.078359048,0.056669446,1,0.2460796309929561
4354,2021,CRDF,Cardiff Oncology Inc,35,26.83446263,0.002512078,0.043522661,-1.076177162,0.052209444,1,0.5089533065414651
4356,2021,CRIS,Curis Inc,35,18.19573367,0.056335619,0.374566644,-0.640304765,0.060350561,1,0.21624019011828804
4358,2021,CRNX,Crinetics Pharmaceuticals Inc,35,16.63912041,0.000452486,0.077402452,0.711261696,0.035912351,1,1.0
4367,2021,CSGP,CoStar Group Inc,60,12.1490324,0.268204173,0.21776358,-0.124701585,0.017826957,1,0.7102867754991125
4370,2021,CSTL,Castle Biosciences Inc,35,20.96704268,0.197825172,0.048100534,-0.474193565,0.041130228,1,0.3341935501774984
4375,2021,CTKB,Cytek Biosciences Inc,35,9.583326665,0.424062889,0.163406393,-0.139335625,0.046995725,1,0.1961845540516326
4379,2021,CTSO,Cytosorbents Corp,35,7.46625018,0.478460381,0.186727958,-0.691953123,0.032799091,1,0.3256645846552005
4380,2021,CUE,Cue Biopharma Inc,35,4.845776198,0.08029103,0.201209634,-0.088778097,0.043523154,1,0.5444542347398384
4386,2021,CVRX,CVRx Inc,35,6.673451179,0.126758812,0.359523079,-0.828312598,0.042582806,1,0.34492419489441767
4390,2021,CYCN,Cyclerion Therapeutics Inc,35,4.583008186,0.039485089,0.36030422,-0.569533168,0.059321925,1,0.3369155093128364
4391,2021,CYRX,Cryoport Inc,35,9.131231922,0.283974456,0.230517369,0.229203776,0.038074485,1,0.36794760596515436
4399,2021,DCTH,Delcath Systems Inc,35,3.770531169,0.061888322,0.453892566,-0.780212311,0.048554505,1,0.4353444705442698
4404,2021,DH,Definitive Healthcare Corp,35,1.239638938,0.086160027,0.316511718,-0.459936685,0.046584698,1,1.0
4407,2021,DJCO,Daily Journal Corp,45,10.94719511,0.157001806,0.348038927,-0.076290109,0.02103555,1,0.7354004857021526
4408,2021,DKNG,DraftKings Inc,25,4.118265265,0.276879274,0.452882528,-0.490452068,0.035237629,1,0.6473405749711161
4413,2021,DNLI,Denali Therapeutics Inc,35,22.95333489,0.230999135,0.289770365,-0.462972283,0.037336483,1,0.24834856748225623
4419,2021,DRIO,DarioHealth Corp,35,5.728700059,0.162496352,0.109850575,-0.172377621,0.051378901,1,0.3367986094246561
4420,2021,DRRX,DURECT Corp,35,8.720527494,0.089794784,0.345007261,-0.751987719,0.040460721,1,0.3375638874015178
4428,2021,DWSN,Dawson Geophysical Co,10,9.16428603,0.249565108,0.112402526,0.109199352,0.039677772,1,0.338935385428551
4432,2021,DYAI,Dyadic International Inc,35,11.35163675,0.089707723,0.087149378,-0.13242456,0.055321534,1,0.27606130305689036
4435,2021,ECOR,electroCore Inc,35,5.277022568,0.135649664,0.194892324,-1.021994224,0.049168313,1,0.3221029152144523
4436,2021,EDIT,Editas Medicine Inc,35,9.34721775,0.034672013,0.210226857,-0.991925629,0.049565003,1,0.2927181291204098
4441,2021,EKSO,Ekso Bionics Holdings Inc,35,8.538181281,0.208487503,0.311049904,-0.870740564,0.051639698,1,0.2055270667408355
4442,2021,ELSE,Electro-Sensors Inc,45,15.73356733,0.601224527,0.058009687,0.371802489,0.038396412,1,0.4603116037725426
4445,2021,ENTA,Enanta Pharmaceuticals Inc,35,8.819556563,0.209907203,0.086273419,0.574502749,0.031226194,1,0.9498609194916435
4449,2021,ERII,Energy Recovery Inc,20,10.275354,0.462018184,0.14699808,0.446548876,0.027757966,1,0.6603466815493501
4452,2021,ETON,Eton Pharmaceuticals Inc,35,7.109968303,0.555004955,0.354359438,-0.636811102,0.038091905,1,0.28308187644411664
4456,2021,EVLV,Evolv Technologies Holdings Inc,45,11.06244582,0.106813705,0.318458774,-0.81540448,0.039729555,1,0.326794201574987
4462,2021,EXEL,Exelixis Inc,35,6.506942404,0.548571584,0.130928338,-0.116079661,0.028026472,1,0.6167804478601483
4476,2021,FATE,Fate Therapeutics Inc,35,7.164832837,0.059610899,0.275772503,-0.427050131,0.047197202,1,0.33371656345067524
4477,2021,FCEL,FuelCell Energy Inc,20,10.29725223,0.099493418,0.194142689,-0.713138289,0.064371787,1,0.18267359296302588
4478,2021,FCUV,Focus Universal Inc,45,6.048154093,0.199389747,0.194979004,0.859790907,0.113610576,1,0.27958516872498074
4479,2021,FDMT,4D Molecular Therapeutics Inc,35,18.52767663,0.092561933,0.085767796,-0.541083292,0.047093547,1,0.2862473010833662
4485,2021,FHTX,Foghorn Therapeutics Inc,35,8.811463153,0.003895123,0.481268074,0.182234175,0.054850577,1,0.29291341229586515
4505,2021,FRPT,Freshpet Inc,30,6.595618871,0.573273064,0.069532678,-0.3718422,0.027369973,1,0.7151731939011872
4506,2021,FRSH,Freshworks Inc,45,3.90967172,0.454466293,0.259718101,-0.593734895,0.052136827,1,0.3877917816608285
4511,2021,FTEK,Fuel Tech Inc,20,8.665646339,0.527374596,0.115485291,-1.032167223,0.052190018,1,0.17611474434191046
4513,2021,FULC,Fulcrum Therapeutics Inc,35,6.934611683,0.107906205,0.169313548,0.353691456,0.067332065,1,0.30595187567338145
4518,2021,GANX,Gain Therapeutics Inc,35,13.58758357,0.00359989,0.109645507,-0.809496834,0.040690097,1,0.45104433256763654
4520,2021,GDRX,GoodRx Holdings Inc,35,16.63153253,0.443655536,0.493527252,-0.242538126,0.035078706,1,0.2637605914748366
4523,2021,GERN,Geron Corp,35,5.899151695,0.001595079,0.267898137,-0.28972913,0.038622982,1,0.7094225000702359
4524,2021,GH,Guardant Health Inc,35,20.50205688,0.150553074,0.57548697,-0.239131872,0.032992487,1,0.3717831154377029
4529,2021,GLYC,GlycoMimetics Inc,35,11.49704718,0.010171949,0.099342136,-0.95176512,0.034660579,1,0.7298303703256318
4535,2021,GOVX,GeoVax Labs Inc,35,35.26469085,0.027158155,0.028478741,0.086509244,0.071002813,1,1.0
4537,2021,GRWG,GrowGeneration Corp,25,4.857001588,0.92979563,0.171627864,-1.097078535,0.050095485,1,0.3106178704148992
4539,2021,GSIT,GSI Technology Inc,45,8.281174082,0.359539759,0.13996936,-0.474313964,0.029470633,1,0.3698409930355435
4542,2021,GTLB,GitLab Inc,45,3.74087107,0.377193142,0.330105726,-0.177424523,0.050318614,1,0.49992546495383283
4544,2021,GURE,Gulf Resources Inc,15,10.88183911,0.154846837,0.065522747,0.023365527,0.039950297,1,0.48215352282547547
4552,2021,HCWB,HCW Biologics Inc,35,8.477670557,0.167749194,0.091157367,-0.998982415,0.074463308,1,0.15277220908747166
4561,2021,HOOK,HOOKIPA Pharma Inc,35,5.766480304,0.118399126,0.204009692,-1.557466747,0.03893445,1,0.4225009970131675
4568,2021,HSDT,Helius Medical Technologies Inc,35,3.365615693,0.045720602,0.267138945,-0.771855072,0.054749958,1,0.4042390649323724
4581,2021,ICAD,iCAD Inc,35,3.498673608,0.551018703,0.29857541,-0.614434664,0.03884451,1,0.6018662254123246
4582,2021,ICCC,ImmuCell Corp,35,6.532737745,0.417835791,0.280256294,0.271152786,0.039634821,1,0.5138012388510337
4586,2021,IDN,Intellicheck Inc,45,5.623615593,0.624354643,0.11527704,-0.925769488,0.040873813,1,0.3867878475170736
4588,2021,IDYA,IDEAYA Biosciences Inc,35,7.678898222,0.105161103,0.268391545,0.560991513,0.039822343,1,0.6936593627606649
